,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
1313,cable,shiny,grout,domed,quaff,-68.03513167908011,19,-50.31792488111499,17,-36.606837503919124,15,-23.673022928294536,10,-13.607026335816022,-3.580796404162111,-12.579481220278748,-2.959877934183235,-12.20227916797304,-2.440455833594608,-11.836511464147268,-2.3673022928294536
1314,bagie,sonly,cruft,whomp,dived,-67.19267280767492,21,-52.94489042673466,19,-37.39503211837341,15,-23.77634008483827,10,-13.438534561534984,-3.1996510860797582,-13.236222606683665,-2.7865731803544556,-12.465010706124469,-2.4930021412248937,-11.888170042419135,-2.377634008483827
1315,punce,soily,graft,baked,whomp,-66.96982602546868,21,-51.419967717107426,18,-36.6727739136856,15,-23.13247924114937,10,-13.393965205093735,-3.1890393345461274,-12.854991929276856,-2.856664873172635,-12.224257971228534,-2.4448515942457067,-11.566239620574684,-2.313247924114937
1316,breme,soily,chant,puked,wauff,-67.14740685673718,20,-50.55405419240321,18,-35.12144656027394,14,-23.13258049765087,9,-13.429481371347435,-3.357370342836859,-12.638513548100802,-2.8085585662446224,-11.707148853424647,-2.5086747543052814,-11.566290248825435,-2.570286721961208
1317,grime,slaty,bound,chowk,puffa,-68.8058434605613,21,-51.27997462144735,19,-36.30974155295145,15,-23.468359057043052,10,-13.76116869211226,-3.276468736217205,-12.819993655361838,-2.6989460327077555,-12.10324718431715,-2.42064943686343,-11.734179528521526,-2.3468359057043053
1318,caper,soily,bundt,hewgh,flamm,-67.94630691516588,20,-53.16413710905793,18,-36.751153672313485,15,-23.132964687458127,10,-13.589261383033175,-3.397315345758294,-13.291034277264483,-2.9535631727254406,-12.250384557437828,-2.4500769114875656,-11.566482343729064,-2.3132964687458126
1319,gault,shine,corky,bided,flamm,-64.47705622750318,19,-49.69488642139523,17,-36.30637080323258,15,-23.52375587066649,10,-12.895411245500636,-3.3935292751317463,-12.423721605348808,-2.923228613023249,-12.102123601077528,-2.4204247202155056,-11.761877935333246,-2.352375587066649
1320,blert,soapy,chink,fudge,maxim,-67.88208522755002,21,-50.943757074055306,19,-37.08564971520078,15,-24.152796709380343,10,-13.576417045510004,-3.2324802489309534,-12.735939268513826,-2.6812503723187002,-12.36188323840026,-2.472376647680052,-12.076398354690172,-2.4152796709380344
1321,weeny,slart,hoick,budge,frump,-65.6985021596015,21,-50.862790794127164,18,-37.24375780865904,14,-23.74510284946316,9,-13.1397004319203,-3.1285001028381667,-12.715697698531791,-2.8257105996737315,-12.41458593621968,-2.660268414904217,-11.87255142473158,-2.638344761051462
1322,shell,crony,waift,budge,kopek,-66.73605417144518,20,-51.258468374821234,18,-37.63943538935311,14,-23.762840996077056,9,-13.347210834289035,-3.3368027085722587,-12.814617093705309,-2.8476926874900688,-12.546478463117703,-2.688531099239508,-11.881420498038528,-2.640315666230784
1323,betty,saick,frond,gulph,immew,-70.89941272192848,21,-52.16519484267198,19,-37.01492469207723,14,-24.279935622312216,9,-14.179882544385697,-3.3761625105680233,-13.041298710667995,-2.745536570666946,-12.33830823069241,-2.6439231922912305,-12.139967811156108,-2.6977706247013575
1324,arett,soily,chunk,badge,flamm,-64.46314123084537,19,-49.68097142473742,17,-36.551141599022124,14,-23.143027723157978,9,-12.892628246169073,-3.3927969068865984,-12.420242856184355,-2.9224100838080838,-12.183713866340709,-2.61079582850158,-11.571513861578989,-2.571447524795331
1325,comae,shiny,blurt,faded,wigga,-65.74906521120958,19,-49.494963553418444,17,-36.27447935943501,15,-23.68573750021659,10,-13.149813042241917,-3.460477116379452,-12.373740888354611,-2.911468444318732,-12.091493119811672,-2.4182986239623343,-11.842868750108295,-2.368573750021659
1326,teach,soily,grund,kamme,vibex,-69.60860645213106,20,-51.993035923156924,17,-36.435375363452856,15,-23.1447251367779,10,-13.92172129042621,-3.4804303226065527,-12.998258980789231,-3.05841387783276,-12.145125121150953,-2.4290250242301905,-11.57236256838895,-2.31447251367779
1327,merry,saint,could,khaph,buffe,-67.69233859673137,19,-52.24038232560083,17,-36.129381511450354,14,-23.30651258901726,9,-13.538467719346276,-3.5627546629858617,-13.060095581400207,-3.0729636662118134,-12.043127170483451,-2.5806701079607395,-11.65325629450863,-2.5896125098908067
1328,mercy,saint,bough,fjeld,pukka,-72.29081452770554,21,-54.51363126031068,19,-36.85105688641562,15,-23.30651258901726,10,-14.458162905541107,-3.4424197394145493,-13.62840781507767,-2.8691384873847725,-12.283685628805207,-2.4567371257610415,-11.65325629450863,-2.330651258901726
1329,sotol,crane,pudgy,whift,kamik,-68.01679897897819,20,-51.978045396367165,18,-37.357872968904275,14,-23.390437499139605,9,-13.603359795795637,-3.400839948948909,-12.994511349091791,-2.887669188687065,-12.452624322968092,-2.668419497778877,-11.695218749569802,-2.5989374999044004
1330,copse,briny,fault,hewgh,mimed,-66.6542416593394,20,-52.58520301384521,18,-36.17221957710076,15,-23.819759703116464,10,-13.33084833186788,-3.33271208296697,-13.146300753461302,-2.921400167435845,-12.057406525700253,-2.4114813051400508,-11.909879851558232,-2.3819759703116463
1331,proll,saine,bufty,whack,domed,-64.58071635099714,20,-50.86962897380127,18,-37.03809083522399,14,-22.792066232904713,9,-12.916143270199427,-3.229035817549857,-12.717407243450317,-2.8260904985445148,-12.346030278407996,-2.6455779168017135,-11.396033116452356,-2.532451803656079
1332,foody,saine,blurt,whack,gemma,-65.1665557616138,20,-49.213010722997026,18,-35.38147258441975,14,-22.792730725201324,9,-13.033311152322758,-3.2583277880806896,-12.303252680749257,-2.7340561512776125,-11.793824194806582,-2.5272480417442678,-11.396365362600662,-2.5325256361334803
1333,badly,souce,print,hewgh,flamm,-66.5763127512317,20,-51.79414294512375,18,-35.381159508379305,15,-23.533235364808604,10,-13.31526255024634,-3.328815637561585,-12.948535736280938,-2.8774523858402086,-11.793719836126435,-2.358743967225287,-11.766617682404302,-2.3533235364808602
1334,sleep,crony,baith,fudge,kokam,-68.6475891793772,20,-50.0170922886475,18,-36.15898492979297,14,-23.7730606766321,9,-13.729517835875441,-3.4323794589688603,-12.504273072161874,-2.7787273493693054,-12.052994976597658,-2.582784637842355,-11.88653033831605,-2.6414511862924552
1335,grunt,saice,blowy,vozhd,quaff,-72.98479106642105,21,-55.267584268455934,19,-36.58206464582778,15,-22.97281491199054,10,-14.59695821328421,-3.4754662412581454,-13.816896067113984,-2.9088202246555754,-12.194021548609259,-2.438804309721852,-11.48640745599527,-2.297281491199054
1336,guilt,soare,chynd,baffy,plump,-68.18233051521597,19,-53.10676357106375,17,-37.9918186443441,15,-22.9158394065026,10,-13.636466103043194,-3.5885437113271563,-13.276690892765938,-3.123927268886103,-12.6639395481147,-2.53278790962294,-11.4579197032513,-2.29158394065026
1337,score,gaily,bundt,whump,koffs,-73.37542938707158,21,-53.77144998448439,19,-37.832321253934964,15,-24.214132269079606,10,-14.675085877414315,-3.4940680660510273,-13.442862496121098,-2.8300763149728625,-12.610773751311655,-2.522154750262331,-12.107066134539803,-2.4214132269079607
1338,funny,soare,clipt,hewgh,baked,-67.1547768614723,20,-52.407583058050484,17,-35.99459962130604,14,-22.91675586897317,9,-13.43095537229446,-3.357738843073615,-13.101895764512621,-3.0827990034147343,-11.998199873768678,-2.571042830093288,-11.458377934486585,-2.5463062076636853
1339,snash,corey,built,fadge,plump,-64.14846394174987,19,-49.07289699759767,17,-35.70399279849596,14,-23.576665008188957,9,-12.829692788349973,-3.3762349443026247,-12.268224249399417,-2.8866409998586864,-11.901330932831987,-2.5502851998925684,-11.788332504094479,-2.6196294453543287
1340,choir,slane,bufty,paged,kokam,-69.23021948709956,20,-50.59972259636986,18,-37.310876471707985,15,-23.064851869388704,10,-13.846043897419912,-3.461510974354978,-12.649930649092465,-2.8110956997983254,-12.436958823902662,-2.4873917647805324,-11.532425934694352,-2.3064851869388705
1341,cuish,brane,godly,kempt,wauff,-69.74749675607063,21,-53.154144091736676,19,-36.55219742498693,15,-23.52913328133646,10,-13.949499351214126,-3.3213093693366966,-13.288536022934169,-2.7975865311440358,-12.184065808328976,-2.4368131616657953,-11.76456664066823,-2.352913328133646
1342,caber,soily,thunk,fidge,pumps,-67.48884617905068,20,-50.61685252397714,18,-36.84084252730981,15,-23.15005912081743,10,-13.497769235810136,-3.374442308952534,-12.654213130994284,-2.8120473624431743,-12.280280842436603,-2.456056168487321,-11.575029560408716,-2.3150059120817432
1343,fatty,slice,brond,whump,vuggs,-69.36925199019089,21,-51.82295644803608,19,-35.883827717486646,14,-23.38791302110804,9,-13.873850398038178,-3.3032977138186137,-12.95573911200902,-2.7275240235808464,-11.961275905828883,-2.563130551249046,-11.69395651055402,-2.598657002345338
1344,gloat,shine,crudy,kopek,weamb,-67.97198539372793,20,-51.609151740668956,17,-36.131565944045015,15,-23.540413300667083,10,-13.594397078745587,-3.3985992696863967,-12.902287935167239,-3.035832455333468,-12.043855314681672,-2.408771062936334,-11.770206650333542,-2.3540413300667082
1345,grail,souce,nymph,twixt,baddy,-73.24172035835338,20,-59.864388537491834,18,-42.45673877529541,15,-23.537156373146793,10,-14.648344071670675,-3.6620860179176686,-14.966097134372959,-3.325799363193991,-14.152246258431804,-2.830449251686361,-11.768578186573396,-2.3537156373146795
1346,coled,saint,murky,hewgh,blaff,-69.1816093215561,20,-53.52256307300417,18,-37.109579636259724,15,-23.3121101197787,10,-13.83632186431122,-3.459080466077805,-13.380640768251043,-2.9734757262780094,-12.36985987875324,-2.4739719757506484,-11.65605505988935,-2.33121101197787
1347,snarl,boite,pudgy,chowk,maxim,-69.77333903239378,21,-52.83501087889907,19,-37.86477781040317,15,-23.8973423406385,10,-13.954667806478756,-3.3225399539235134,-13.208752719724767,-2.7807900462578456,-12.621592603467723,-2.524318520693545,-11.94867117031925,-2.38973423406385
1348,doter,saucy,blink,whomp,graff,-67.67260132121764,21,-51.89080924766721,19,-36.340950939305955,15,-23.605382362956185,10,-13.534520264243529,-3.2225048248198878,-12.972702311916802,-2.731095223561432,-12.113650313101985,-2.422730062620397,-11.802691181478092,-2.3605382362956187
1349,brool,saine,pudgy,chaft,kokam,-69.01202227403786,20,-50.38152538330816,18,-36.76669210629977,14,-22.799256636535098,9,-13.802404454807572,-3.450601113701893,-12.59538134582704,-2.7989736324060086,-12.255564035433258,-2.6261922933071267,-11.399628318267549,-2.533250737392789
1350,sweet,coaly,brink,pudge,fifth,-65.25282413418095,20,-49.89156758968928,18,-36.07632393526654,14,-23.62347464202642,9,-13.05056482683619,-3.2626412067090476,-12.47289189742232,-2.771753754982738,-12.025441311755513,-2.576880281090467,-11.81173732101321,-2.6248305157807135
1351,gally,souce,print,bided,chawk,-63.51987725229116,19,-48.77848575622411,16,-35.38997013806146,14,-23.542045994490756,9,-12.703975450458232,-3.3431514343311135,-12.194621439056027,-3.0486553597640067,-11.796656712687152,-2.5278550098615327,-11.771022997245378,-2.6157828882767507
1352,house,briny,clapt,faded,skegg,-67.15490488440334,19,-49.985595763083744,17,-36.76511156910031,15,-23.83011894134077,10,-13.430980976880667,-3.5344686781264913,-12.496398940770936,-2.9403291625343377,-12.255037189700104,-2.451007437940021,-11.915059470670386,-2.383011894134077
1353,mamey,suint,broch,fjeld,pogge,-67.50425095233311,20,-53.981462649114796,18,-36.318888275219734,14,-23.80644427688992,9,-13.500850190466622,-3.3752125476166555,-13.495365662278699,-2.9989701471730443,-12.106296091739912,-2.5942063053728384,-11.90322213844496,-2.645160475209991
1354,borde,slaty,chink,frump,jaggs,-69.05740876929204,21,-51.260649190695226,19,-36.42493782522089,15,-23.492084819400446,10,-13.811481753858407,-3.2884480366329543,-12.815162297673806,-2.6979289047734327,-12.141645941740295,-2.428329188348059,-11.746042409700223,-2.3492084819400447
1355,bleed,saint,corky,whump,graff,-67.82202155614291,21,-52.04022948259248,19,-36.10110075204305,14,-23.31848581947696,9,-13.564404311228582,-3.2296200741020433,-13.01005737064812,-2.738959446452236,-12.033700250681017,-2.578650053717361,-11.65924290973848,-2.5909428688307736
1356,billy,soare,chunk,dempt,griff,-67.18630199649716,20,-51.261658798373404,18,-36.33368856519533,14,-22.925574689331185,9,-13.437260399299433,-3.359315099824858,-12.815414699593351,-2.8478699332429667,-12.111229521731778,-2.5952634689425236,-11.462787344665593,-2.547286076592354
1357,betel,soapy,grind,vauch,muzak,-67.64188103168095,21,-51.140267569064775,18,-36.993012279347056,14,-24.17762292271581,9,-13.52837620633619,-3.221041953889569,-12.785066892266194,-2.8411259760591543,-12.331004093115686,-2.642358019953361,-12.088811461357905,-2.686402546968423
1358,beard,soily,chunk,patte,mugga,-64.99226049162453,19,-48.90737589992709,17,-36.56693793702155,15,-23.158824061157404,10,-12.998452098324908,-3.4206452890328705,-12.226843974981772,-2.8769044647015933,-12.188979312340516,-2.437795862468103,-11.579412030578702,-2.3158824061157404
1359,posse,briny,claut,hewgh,faded,-65.91475347022947,19,-52.69426927624604,17,-36.28128583950159,14,-23.833308186814328,9,-13.182950694045894,-3.469197551064709,-13.17356731906151,-3.099662898602708,-12.09376194650053,-2.591520417107257,-11.916654093407164,-2.648145354090481
1360,loner,saucy,whipt,budge,flamm,-66.28516983797567,20,-51.50300003186773,18,-37.883967046399604,15,-23.61210131320493,10,-13.257033967595135,-3.3142584918987836,-12.875750007966932,-2.861277779548207,-12.627989015466534,-2.525597803093307,-11.806050656602466,-2.361210131320493
1361,coted,saury,blink,whomp,graff,-67.67996404038614,21,-51.898171966835704,19,-36.34831365847445,15,-23.612745082124682,10,-13.535992808077228,-3.2228554304945782,-12.974542991708926,-2.731482735096616,-12.116104552824817,-2.4232209105649636,-11.806372541062341,-2.3612745082124684
1362,stent,coaly,brugh,piked,maxim,-69.5063185985441,20,-52.56799044504939,18,-37.217480175107326,14,-23.62913325505057,9,-13.901263719708819,-3.4753159299272047,-13.141997611262347,-2.920443913613855,-12.405826725035775,-2.6583914410790945,-11.814566627525284,-2.6254592505611742
1363,snake,pricy,boult,hewgh,faded,-66.04237012065542,20,-52.82188592667198,18,-36.408902489927534,15,-24.209994815891484,10,-13.208474024131084,-3.302118506032771,-13.205471481667995,-2.9345492181484434,-12.136300829975845,-2.427260165995169,-12.104997407945742,-2.4209994815891482
1364,blimy,soare,chunk,tapet,fjeld,-66.62579902544147,20,-48.96322465154641,17,-36.338409703357506,15,-22.93029582749336,10,-13.325159805088294,-3.3312899512720735,-12.240806162886603,-2.880189685385083,-12.112803234452501,-2.4225606468905005,-11.46514791374668,-2.293029582749336
1365,title,soapy,crunk,whiff,gaged,-67.33512696060119,19,-53.837026396785774,17,-36.975356568308676,14,-24.181495930534815,9,-13.467025392120238,-3.543954050557957,-13.459256599196443,-3.1668839056932807,-12.325118856102891,-2.641096897736334,-12.090747965267408,-2.686832881170535
1366,spirt,coaly,bunde,hewgh,kamik,-69.18746192234083,20,-53.148708339729815,18,-36.73572490298537,15,-23.63229082003589,10,-13.837492384468167,-3.4593730961170417,-13.287177084932454,-2.9527060188738785,-12.245241634328456,-2.4490483268656913,-11.816145410017945,-2.3632290820035893
1367,frank,soily,chute,paged,bemix,-65.50320764631482,21,-48.81276272086976,18,-35.52391659620789,15,-23.16384971064155,10,-13.100641529262964,-3.1192003641102297,-12.20319068021744,-2.711820151159431,-11.841305532069297,-2.3682611064138595,-11.581924855320775,-2.316384971064155
1368,relet,soapy,chink,budge,maxim,-67.67347586351407,20,-50.73514771001936,18,-37.11611472455124,14,-24.183261718730797,9,-13.534695172702815,-3.3836737931757037,-12.68378692750484,-2.818619317223298,-12.37203824151708,-2.65115105175366,-12.091630859365399,-2.6870290798589775
1369,bland,souce,primy,wheft,jaggs,-68.83408872918265,21,-51.03732915058583,19,-36.011691615014776,15,-23.55095090976387,10,-13.76681774583653,-3.277813749008698,-12.759332287646458,-2.686175218451886,-12.003897205004925,-2.400779441000985,-11.775475454881935,-2.355095090976387
1370,manty,slice,brogh,puked,howff,-70.71165061541387,21,-52.03430329849557,19,-36.601695666366304,15,-23.402619168497736,10,-14.142330123082775,-3.367221457876851,-13.008575824623893,-2.738647542026083,-12.200565222122101,-2.4401130444244203,-11.701309584248868,-2.340261916849774
1371,muist,crane,blowy,vozhd,skegg,-72.87444398680253,21,-55.70513486548293,19,-37.019615242854776,15,-23.410365509017538,10,-14.574888797360506,-3.4702116184191683,-13.926283716370733,-2.93184920344647,-12.33987174761826,-2.4679743495236517,-11.705182754508769,-2.341036550901754
1372,bitte,soapy,crunk,whelm,faded,-65.49106895991667,20,-52.270584765933236,18,-36.97904434138786,14,-24.185183703614,9,-13.098213791983335,-3.274553447995834,-13.067646191483309,-2.90392137588518,-12.326348113795953,-2.641360310099133,-12.092591851807,-2.687242633734889
1373,coral,shine,bufty,paged,mekka,-68.88747157669741,20,-51.09152773265282,18,-37.80268160799095,15,-23.556657005671667,10,-13.777494315339482,-3.4443735788348704,-12.772881933163205,-2.8384182073696014,-12.600893869330315,-2.5201787738660633,-11.778328502835834,-2.3556657005671666
1374,horse,gaily,bundt,crack,plump,-65.28266936953277,19,-50.20710242538056,17,-37.852305550774744,15,-24.234116565919386,10,-13.056533873906554,-3.4359299668175143,-12.55177560634514,-2.9533589661988566,-12.617435183591581,-2.523487036718316,-12.117058282959693,-2.423411656591939
